flag,id,enqueteur,debut,date,sexe,age,ethnie,religion,importance,commune,department,boniethnie,acotonou,Cotonou,education,malnourriture,foot,passage,form,bonivote,nordsud,garde,pereethnie,mereethnie,femmeethnie,nom,nombre,fin,RAdummy1,RAdummy2,RAdummy3,RAdummy4,male,AdjaGroup,FonGroup,YorubaGroup,NagoGroup,BaribaGroup,DendiGroup,BatamaribeGroup,YoaLokpaGroup,PeulGroup,Christian,Muslim,Animist,Religiosity,Education,WithoutFood,BeninFoot,Control,Femme,FemmeFon,ControlFemme,ControlFemmeFon,FemmeFemmeFon,BoniVote,WifeIsFon,YayiCoethnics,NonCoethnics,NonCoEthnicsFon,NonCoEthnicsCoEthnics,FonCoEthnics,pop,FonXTreatment,NagoBaribaXTreatment,MaleXTreatment
"",2009,"Ibrahim","15:35","27/8/2012","F",26,"Fon","Chretien","3","Cotonou","Littoral","Nago","26",26,"5","1","Non","Nago","Short","NA","NA","NA","Nago","Nordique","Fon","NSP","1100","15:48",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,0,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",2010,"Ibrahim","15:55","27/8/2012","M",33,"Yorouba","Musulman","3","Sakete","Plateau","Nago","10",10,"6","1","Oui","Femme","Long","Oui","Sud","B","Nago","Bariba","Fon","Ibrahim","1100","16:20",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,6,1,1,0,1,0,1,,0,1,1,1,0,,1,1,1,0,0,0
"",2011,"Ibrahim","16:27","27/8/2012","F",35,"Aizo","Animiste","3","Ze","Atlantique","Nordique","10",10,"4","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","NSP","1100","16:51",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",2012,"Ibrahim","17:03","27/8/2012","M",38,"Ouama","Animiste","2","Cobly","Atacora","Nago","12",12,"6","1","Oui","Femme","Long","Oui","Sud","A","Nago","Bariba","Fon","Ibrahim","1104","17:33",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,6,1,1,0,1,0,1,,0,1,1,0,1,0,0,,1,0,0,0
"",3001,"Karime","8:30","27/8/2012","F",28,"Yorouba","Musulman","3","Porto-Novo","Oueme","Nago","8",8,"5","1","Oui","Nago","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1000","8:48",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",3002,"Karime","9:05","27/8/2012","M",40,"Yorouba","Chretien","3","Porto-Novo","Oueme","Nago","30",30,"1","1","Oui","Bariba","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1100","9:25",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",3003,"Karime","9:45","27/8/2012","F",26,"Fon","Chretien","3","Cotonou","Littoral","Yorouba","10",10,"7","1","Non","Femme","Long","Non","Nord","A","Yorouba","Bariba","Fon","Karime","1104","10:05",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,0,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",3004,"Karime","10:30","27/8/2012","M",22,"Goun","Chretien","3","Porto-Novo","Oueme","Nago","6",6,"5","1","Oui","FonFemme","Long","Non","Nord","A","Nago","Nordique","Fon","Karime","1004","10:45",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,1
"",3005,"Karime","11:05","27/8/2012","F",35,"Yorouba","Musulman","3","Ketou","Plateau","Nago","15",15,"5","1","Oui","Nago","Long","Oui","Nord","A","Nago","Nordique","Fon","NSP","1104","11:15",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",3006,"Karime","11:35","27/8/2012","M",45,"Mina","Chretien","3","Lokossa","Mono","Nordique","3",3,"5","1","Non","Control","Long","Oui","Nord","A","Nordique","Nordique","Fon","Akim","1000","11:45",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,5,1,0,1,0,0,0,0,,1,1,0,1,0,0,,1,0,0,0
"",3007,"Karime","13:10","27/8/2012","F",48,"Fon","Chretien","3","Abomey-Calavi","Atlantique","Yorouba","18",18,"1","1","Oui","Bariba","Short","NA","NA","NA","Yorouba","Bariba","Fon","Karime","1100","13:25",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",3008,"Karime","13:50","27/8/2012","M",24,"Adja","Chretien","2","Ouidah","Atlantique","Nago","5",5,"5","4","NR","Nago","Short","NA","NA","NA","Nago","Nago","Fon","Karime","1104","14:05",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,5,4,,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3009,"Karime","14:05","27/8/2012","F",28,"Yorouba","Musulman","2","Sakete","Plateau","Nago","23",23,"3","1","Oui","Femme","Long","Non","Nord","A","Nago","Nordique","Fon","NSP","1000","14:35",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,1,1,0,1,0,1,,0,0,1,1,0,,1,1,1,0,0,0
"",3010,"Karime","15:20","27/8/2012","M",35,"Goun","Chretien","1","Porto-Novo","Oueme","Yorouba","5",5,"3","3","Oui","Bariba","Long","Non","Nord","A","Yorouba","Bariba","Fon","Karime","NSP","15:45",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",3011,"Karime","16:15","27/8/2012","F",39,"Fon","Chretien","3","Natitingou","Atacora","Nago","8",8,"7","1","Oui","FonFemme","Long","Non","Nord","A","Nago","Bariba","Fon","Karime","1104","16:40",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,0
"",3012,"Karime","17:05","27/8/2012","M",35,"Mina","Musulman","3","Cotonou","Littoral","Nordique","35",35,"3","2","Oui","Nago","Long","Non","Nord","A","Nago","Nordique","Fon","NSP","1000 et plus","17:25",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,,,,0,1,0,1,0,0,,0,0,0,0
"",4001,"Patrick","8:15","27/8/2012","F",37,"Fon","Chretien","3","Cotonou","Littoral","Yorouba","37",37,"1","2","Oui","Bariba","Short","NA","NA","NA","Yorouba","Yorouba","Fon","Patrick","1000","8:37",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",4002,"Patrick","8:44","27/8/2012","M",19,"Fon","Chretien","3","Abomey-Calavi","Atlantique","Nago","6",6,"6","1","Oui","Control","Long","Non","Nord","A","Nago","Nago","Fon","Patrick","1104","9:14",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,6,1,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",4003,"Patrick","9:27","27/8/2012","F",29,"Adja","Chretien","3","Cotonou","Littoral","Nordique","15",15,"1","1","Oui","Nago","Long","Oui","Nord","A","Nordique","Nordique","Fon","NSP","1000","9:58",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,,,,1,1,0,1,0,0,,0,0,0,0
"",4004,"Patrick","10:12","27/8/2012","M",33,"Mina","Animiste","3","Abomey","Zou","Nago","11",11,"7","1","Non","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1104","10:36",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,7,1,0,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"x",4005,"Patrick","11:49","27/8/2012","F",17,"NA","NA","NA","NA","NA","NA","NA",,"NA","NA","NA","Nago","Long","NA","NA","NA","NA","NA","NA","NA","NA","12:21",0,0,0,1,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,,,0
"",4006,"Patrick","12:34","27/8/2012","M",23,"Dendi","Musulman","3","Djougou","Donga","Nago","12",12,"6","1","Oui","Control","Long","Oui","Sud","A","Nago","Bariba","Fon","NSP","1100","13:04",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,6,1,1,1,0,0,0,0,,1,1,0,1,0,0,,1,0,0,0
"",4007,"Patrick","14:06","27/8/2012","F",45,"Fon","Chretien","2","Allada","Atlantique","Nordique","30",30,"1","2","Oui","FonFemme","Long","Oui","Sud","A","Nordique","Nordique","Fon","Patrick","1000","14:32",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,0,1,,1,1,1,1,0,0,1,,0,1,1,0,0
"",4008,"Patrick","14:43","27/8/2012","M",28,"Bariba","Musulman","3","Parakou","Borgou","Nago","9",9,"6","1","Non","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1004","15:07",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,6,1,0,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",4009,"Patrick","15:18","27/8/2012","F",42,"Lokpa","Musulman","3","Bassila","Donga","Nago","30",30,"1","1","Oui","Bariba","Long","Oui","Sud","A","Nago","Bariba","Fon","NSP","1000","15:42",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,,,,1,1,0,1,0,0,,0,0,0,0
"",4010,"Patrick","15:53","27/8/2012","M",19,"Bariba","Musulman","3","N'Dali","Borgou","Nago","7",7,"5","1","Oui","Femme","Long","Oui","Sud","B","Nago","Bariba","Fon","Patrick","1104","16:21",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,5,1,1,0,1,0,1,,0,1,1,1,0,,1,1,1,0,0,0
"",4011,"Patrick","16:35","27/8/2012","F",32,"Goun","Chretien","3","Porto-Novo","Oueme","Bariba","17",17,"5","1","Oui","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","NSP","1000","17:00",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",4012,"Patrick","17:13","27/8/2012","M",31,"Nago","Musulman","3","Kouande","Atacora","Nago","12",12,"5","1","Non","Nago","Long","Oui","Sud","A","Nago","Bariba","Fon","Patrick","1104","17:34",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,3,5,1,0,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",1013,"Adam","9:15","28/8/2012","F",29,"Somba","Chretien","3","Toucountouna","Atacora","Bariba","6",6,"6","1","Oui","Bariba","Long","Oui","Nord","A","Bariba","Nago","Fon","Adam","1104","9:30",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6,1,1,0,0,0,,,,1,1,0,1,0,0,,0,0,0,0
"",1014,"Adam","9:47","28/8/2012","M",20,"Fon","Chretien","3","Porto-Novo","Oueme","Nago","20",20,"5","2","Non","FonFemme","Long","Oui","Nord","A","Nordique","Nordique","Fon","Adam","1000","10:15",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,2,0,0,0,1,,1,1,1,1,0,0,1,,0,1,1,0,1
"",1015,"Adam","10:33","28/8/2012","F",46,"Mina","Chretien","2","Abomey-Calavi","Atlantique","Nago","11",11,"3","1","Oui","Control","Long","Non","Nord","A","Bariba","Nago","Fon","NSP","1500","11:00",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,1,0,0,0,0,,0,1,0,1,0,0,,1,0,0,0
"",1016,"Adam","11:10","28/8/2012","M",71,"Yorouba","Musulman","3","Abomey","Zou","Nago","43",43,"1","3","Oui","Nago","Short","NA","NA","NA","Nago","Nordique","Fon","NSP","NSP","11:36",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",1017,"Adam","11:48","28/8/2012","F",33,"Bariba","Musulman","NR","Gogounon","Alibori","Nago","10",10,"5","1","Non","Femme","Long","Non","Sud","A","Nago","Bariba","Fon","Adam","1000","12:14",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,5,1,0,0,1,0,1,,0,0,1,1,0,,1,1,1,0,0,0
"",1018,"Adam","12:34","28/8/2012","M",51,"Goun","Chretien","3","N'Dali","Borgou","Nordique","21",21,"7","1","Oui","FonFemme","Long","Non","Nord","A","Nordique","Bariba","Fon","Adam","1100","13:02",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,1
"",1019,"Adam","13:09","28/8/2012","F",38,"Fon","Chretien","3","Cotonou","Littoral","Nago","36",36,"7","1","Oui","Bariba","Short","NA","NA","NA","Nago","Nago","Fon","Adam","1200","13:38",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",1020,"Adam","13:50","28/8/2012","M",34,"Bariba","Musulman","3","Parakou","Borgou","Nago","14",14,"4","1","Non","Bariba","Long","Oui","Sud","B","Nago","Bariba-Peul","Fon","Adam","1104","14:15",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,4,1,0,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",1021,"Adam","15:00","28/8/2012","F",54,"Yorouba","Musulman","3","Porto-Novo","Oueme","Nordique","27",27,"5","2","Oui","Nago","Long","Oui","Nord","A","Nago","Bariba","Fon","NSP","1100","15:22",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,2,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",1022,"Adam","15:34","28/8/2012","M",40,"Adja","Animiste","2","Lokossa","Mono","Bariba","1",1,"1","1","Oui","Femme","Long","Oui","Sud","A","Bariba","Bariba","Fon","Adam","1000","16:02",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,,0,1,1,0,1,0,0,,1,0,0,0
"",1023,"Adam","16:17","28/8/2012","F",21,"Nago","Chretien","3","Save","Collines","Nago","6",6,"5","1","Oui","Control","Long","Oui","Nord","B","Nago","Bariba","Fon","Adam","1104","17:05",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,5,1,1,1,0,0,0,0,,1,1,1,0,,1,1,1,0,0,0
"",1024,"Adam","17:17","28/8/2012","M",47,"Fon","Chretien","3","Cotonou","Littoral","Nago","47",47,"4","3","Non","Nago","Long","Oui","Nord","A","Nago","Peul","Fon","Adam","1500","17:46",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,4,3,0,0,0,0,,,,1,1,0,0,1,,0,0,0,0,0
"",2013,"Ibrahim","8:30","28/8/2012","F",21,"Fon","Animiste","3","Ouidah","Atlantique","Nago","3",3,"7","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Ibrahim","1104","8:46",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,7,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",2014,"Ibrahim","8:52","28/8/2012","M",26,"Dendi","Musulman","3","Parakou","Borgou","Nago","7",7,"6","1","Oui","Nago","Short","NA","NA","NA","Nago","Peul","Fon","Ibrahim","1100","9:10",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,6,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",2015,"Ibrahim","9:20","28/8/2012","F",32,"Adja","Chretien","2","Lalo","Couffo","Nordique","10",10,"5","2","Non","Control","Long","Non","Nord","A","Yorouba","Bariba","Fon","Ibrahim","NSP","9:40",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,2,0,1,0,0,0,0,,0,1,0,1,0,0,,1,0,0,0
"",2016,"Ibrahim","9:47","28/8/2012","M",22,"Yorouba","Musulman","2","Ketou","Plateau","Nago","6",6,"6","1","Non","Bariba","Long","Oui","Sud","A","Nago","Bariba","Fon","Ibrahim","1000","10:10",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",2017,"Ibrahim","10:20","28/8/2012","F",20,"Goun","Animiste","2","Porto-Novo","Oueme","Nago","4",4,"5","1","Non","FonFemme","Long","Non","Nord","A","Nago","Bariba","Fon","Ibrahim","1000","10:45",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,0
"",2018,"Ibrahim","11:10","28/8/2012","M",21,"Fon","Chretien","3","Allada","Atlantique","Nago","2",2,"7","1","Oui","Nago","Long","Oui","Nord","A","Nago","Nago","Fon","Ibrahim","1104","11:45",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,0,,,,1,1,0,0,1,,0,0,0,0,0
"",2019,"Ibrahim","14:10","28/8/2012","F",35,"Fon","Animiste","2","Zogbodome","Zou","Nago","15",15,"5","1","Oui","Control","Long","Non","Nord","A","Nago","Nordique","Fon","Ibrahim","1100","14:35",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,1,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",2020,"Ibrahim","14:46","28/8/2012","M",35,"Fon","Animiste","2","Cotonou","Littoral","Nago","25",25,"5","2","Oui","Femme","Long","Oui","Nord","A","Nago","Nordique","Fon","Ibrahim","1000","15:02",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,2,1,0,1,0,1,,0,1,1,0,0,1,,0,1,0,0,0
"",2021,"Ibrahim","15:20","28/8/2012","F",30,"Nago","Musulman","3","Save","Collines","Nago","5",5,"3","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Ibrahim","1100","15:42",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,3,1,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",2022,"Ibrahim","15:50","28/8/2012","M",37,"Bariba","NR","NR","N'Dali","Borgou","Nago","7",7,"4","1","Oui","FonFemme","Long","Oui","Nord","A","Nago","Bariba","Fon","Ibrahim","1100","16:10",0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,4,1,1,0,0,1,,1,1,1,1,1,0,,1,1,1,0,1,1
"",2023,"Ibrahim","16:20","28/8/2012","F",29,"Yorouba","Chretien","3","Pobe","Plateau","Yorouba","15",15,"5","1","Oui","Nago","Long","Oui","Sud","A","Yorouba","Bariba","Fon","Ibrahim","1000","16:24",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",2024,"Ibrahim","16:55","28/8/2012","M",30,"Bariba","Musulman","3","Kerou","Atacora","Nago","10",10,"3","1","Oui","Bariba","Long","Oui","Nord","B","Nago","Bariba","Fon","Ibrahim","NSP","17:20",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"x",3013,"Karime","8:45","28/8/2012","F",34,"Fon","Musulman","3","Cotonou","Littoral","NSP","34",34,"5","3","Oui","Control","Long","Non","Nord","A","Sabe","NSP","Fon","NSP","1014","9:05",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,3,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
